Na^22,511,1266,1269,1262,1266,1265
Cs^137,661.6,1595,1591,1589,1595,1591
Ba^133,302,779,776,775,774,779
Ba^133,356,897,900,897,902,900
Ba^133,81,227,228,228,230,230

